Record_ID,Accounting_Year,Accounting_Quarter,Accounting_Month,Accounting_Period,Underwriting_Year,Accident_Year,Booking_Date,Region,Market_Unit,Country,Business_Segment,Main_Line_of_Business,Line_of_Business,Type_of_Business,Cedent_ID,Cedent_Name,Broker,Client_Management_ID,Client_Manager,UW_Portfolio,Client_Executive,IFRS_Classification,PCSS_Type,P_Zero_Flag,Renewal_Category,Direction_of_Business,Premium,Claims,Commission,Expenses,Technical_Result,Net_Premium,Loss_Ratio,Expense_Ratio,Combined_Ratio
FIN00013373,2024,Q1,3,2024-03,2024,2024,18-03-2024,EMEA,Spain,Spain,REPC,Property,Construction,Property Treaty,CED0098,Silverline Insurance,Ivory Risk Solutions,CM1372,Marcus Lindqvist,Financial Risk,Frank Callahan,102,Trust,No,Renewal,Inward,486098.66,216560.1,47308.11,34339.93,187890.52,438790.55,0.4455,0.0706,0.5162
FIN00040925,2024,Q4,11,2024-11,2023,2023,10-11-2024,Americas,US,United States,REPC,P&C Re,Motor,Non-Property Treaty,CED0023,Delta Assurance,Pinnacle Insurance Brokers,CM1550,Amara Wallace,Construction,Anjali Verma,102,Trust,No,New Business,Inward,360006.95,244973.83,45262.49,23582.66,46187.97,314744.46,0.6805,0.0655,0.746
FIN00004451,2023,Q4,10,2023-10,2023,2022,26-10-2023,Asia,Japan,Japan,REPC,Specialty,Political Risk,Non-Property Facultative,CED0064,Lonestar Insurance,Blackstone Insurance Services,CM5944,David Marchetti,Property Treaty Americas,Renata Moreau,101,,No,Renewal,Inward,215650.77,76597.02,14467.43,13609.57,110976.75,201183.34,0.3552,0.0631,0.4183
FIN00040831,2023,Q3,8,2023-08,2023,2023,03-08-2023,Asia,China,China,REPC,P&C Facultative,Engineering,Property Facultative,CED0050,Highland Underwriters,Farringdon Risk Partners,CM5211,Amara Wallace,Environmental Risk,Frank Callahan,101,Non Trust,Yes,Cancelled,Inward,14845.62,12434.61,2234.42,300.22,-123.63,12611.21,0.8376,0.0202,0.8578
FIN00043924,2024,Q1,2,2024-02,2024,2023,20-02-2024,Asia,Japan,Japan,REPC,Specialty,Aviation,Direct Insurance,CED0092,Riverside Assurance,Vantage Group,CM4394,Hana Bianchi,Aviation,Henry Cartwright,101,Trust,No,New Business,Inward,290280.11,179509.25,19403.4,10510.22,80857.25,270876.71,0.6184,0.0362,0.6546
FIN00019141,2023,Q1,2,2023-02,2023,2023,05-02-2023,EMEA,France,France,REPC,P&C Facultative,Liability,Non-Property Facultative,CED0010,Atlas Re,Delacroix & Associates,CM9148,Steven Nakagawa,Corporate Property,Christopher Lindberg,102,Non Trust,No,Renewal,Outward,50000,25930.86,4950.06,3014.6,16104.48,45049.94,0.5186,0.0603,0.5789
FIN00005364,2025,Q4,12,2025-12,2025,2025,22-12-2025,EMEA,UK,United Kingdom,REPC,P&C Re,Liability,Non-Property Treaty,CED0080,Paramount Mutual,,CM4839,Steven Park,Financial Risk,Richard Thornton,101,Non Trust,No,Renewal,Inward,171719.39,92150.51,26343.1,20311.38,32914.4,145376.29,0.5366,0.1183,0.6549
FIN00017506,2026,Q2,5,2026-05,2026,2026,11-05-2026,Asia,ANZ,Australia,REPC,Vector,Political Risk,Non-Property Treaty,CED0014,Bridgeport Insurance Group,Vantage Insurance Services,CM9654,Priya Novak,Energy Upstream,William Holloway,101,Trust,No,New Business,Inward,206658.64,123915.21,36360.91,24731.99,21650.53,170297.73,0.5996,0.1197,0.7193
FIN00047975,2026,Q3,7,2026-07,2026,2026,15-07-2026,Asia,Japan,Japan,REPC,Casualty,Accident & Health,Direct Insurance,CED0034,Fortress Re,Ashford & Associates,CM8440,Steven Park,Trade Credit & Surety,Karen Vasquez,201,Non Trust,No,Renewal,Inward,160779.58,88129.02,14135.36,18162.49,40352.71,146644.22,0.5481,0.113,0.6611
FIN00008651,2026,Q1,3,2026-03,2026,2026,28-03-2026,Americas,US,United States,REPC,Property,Energy,Property Treaty,CED0102,Sterling Re,Cornerstone Risk Partners,CM1297,Victor Santos,Property Facultative,George Simmons,201,Non Trust,No,Renewal,Inward,1439063.64,867276.26,283503.76,104970.3,183313.31,1155559.88,0.6027,0.0729,0.6756
FIN00040080,2025,Q2,6,2025-06,2025,2025,21-06-2025,EMEA,Nordics,Sweden,REPC,P&C Re,Agriculture,Non-Property Treaty,CED0055,Keystone General Insurance,Blackstone Insurance Services,CM2949,Robert Muller,Property Cat,Anjali Verma,101,Non Trust,No,Renewal,Outward,2964284.84,1470080.06,318066.05,189043.09,987095.64,2646218.79,0.4959,0.0638,0.5597
FIN00032777,2025,Q4,12,2025-12,2025,2025,08-12-2025,EMEA,Germany,Germany,REPC,Specialty,Trade Credit,Direct Insurance,CED0033,Fortress Casualty,Pinnacle Re Solutions,CM4248,Sarah Bauer,Agriculture Global,Karen Vasquez,101,Trust,No,Renewal,Inward,522525.02,215854.3,87724.53,37288.17,181658.02,434800.49,0.4131,0.0714,0.4845
FIN00028066,2026,Q2,4,2026-04,2026,2025,04-04-2026,Asia,Korea,South Korea,REPC,Casualty,Accident & Health,Direct Insurance,CED0035,Global General Insurance,Lockwood Risk Partners,CM2254,  Yuki O'Connell ,Financial Risk,Susanna Ibsen,101,Trust,Yes,Renewal,Inward,93142.98,35655.32,6023.86,5367.51,46096.29,87119.12,0.3828,0.0576,0.4404
FIN00026743,2024,Q4,12,2024-12,2024,2023,02-12-2024,EMEA,Spain,Spain,REPC,Specialty,Aviation,Direct Insurance,CED0119,Zenith Insurance Group,Vantage Risk Solutions,CM8193,,Space & Satellite,Richard Thornton,101,Non Trust,No,Renewal,Inward,2132642.61,1570773.48,213268.46,98918.34,249682.33,1919374.15,0.7365,0.0464,0.7829
FIN00013493,2026,Q1,2,2026-02,2026,2025,04-02-2026,Asia,ANZ,Australia,REPC,Specialty,Space,Direct Insurance,CED0068,Meridian Underwriters,Ashford & Associates,CM5508,Priya Nakagawa,Casualty Excess,George Simmons,102,Trust,Yes,Renewal,Inward,522941.09,359759.29,33089.71,33359.64,96732.45,489851.37,0.688,0.0638,0.7517
FIN00023762,2025,Q4,10,2025-10,2025,2025,19-10-2025,EMEA,Germany,Germany,REPC,Property,Construction,Direct Insurance,CED0116,Westfield Re,Thackeray Risk Advisors,CM2396,Fatima Costa,Workers Comp National,Isabelle Achebe,101,Non Trust,No,Renewal,Inward,271880.04,150589.44,54613.54,9958.96,56718.1,217266.51,0.5539,0.0366,0.5905
FIN00038283,2023,Q4,11,2023-11,2023,2023,10-11-2023,EMEA,Germany,Germany,REPC,Casualty,Liability,Non-Property Facultative,CED0119,Zenith Insurance Group,Hartwell Insurance Brokers,CM7161,Yuki O'Connell,Casualty Excess,Susanna Ibsen,101,Non Trust,No,Renewal,Inward,2000264.45,1153440.85,312858.47,41703.33,492261.81,1687405.99,0.5766,0.0208,0.5975
FIN00011363,2024,Q1,3,2024-03,2024,2024,11-03-2024,Americas,US,United States,REPC,Specialty,Aviation,Direct Insurance,CED0035,Global General Insurance,Cornerstone Risk Advisors,CM9587,Hana Bianchi,Corporate Property,George Simmons,101,Trust,No,New Business,Inward,402526.75,218959.44,53026.67,32134.35,98406.29,349500.08,0.544,0.0798,0.6238
FIN00047568,2024,Q3,9,2024-09,2024,2024,04-09-2024,Asia,Japan,Japan,REPC,P&C Facultative,Liability,Non-Property Facultative,CED0113,Vanguard Insurance Group,Northgate Insurance Services,CM9866,Yuki Marchetti,Marine Cargo,Renata Moreau,102,Trust,No,Renewal,Outward,341977.72,214086.78,56959.17,28378.62,42553.14,285018.55,0.626,0.083,0.709
FIN00048028,2023,Q3,7,2023-07,2023,2022,15-07-2023,EMEA,Italy,Italy,REPC,P&C Re,Engineering,Property Treaty,CED0024,Delta Casualty,Blackstone Insurance Services,CM2657,Michael Lindqvist,Environmental Risk,Monica Petrov,102,Trust,Yes,Renewal,Inward,280579.63,172389.43,46999.4,30572.84,30617.96,233580.23,0.6144,0.109,0.7234
FIN00028762,2025,Q1,2,2025-02,2025,2025,19-02-2025,EMEA,Middle East,United Arab Emirates,REPC,P&C Facultative,Construction,Property Facultative,CED0109,Union Indemnity,Northgate & Associates,CM8259,Laura Nkosi,Construction,Frank Callahan,101,Trust,No,Renewal,Inward,120991.09,90765.7,6127.14,4942.91,19155.34,114863.95,0.7502,0.0409,0.791
FIN00034310,2024,Q1,2,2024-02,2024,2024,27-02-2024,EMEA,France,France,REPC,Casualty,Workers Compensation,Direct Insurance,CED0076,Paramount Assurance,Highbridge Risk Solutions,CM5748,Priya Wallace,Liability Excess,Anjali Verma,101,Trust,No,Renewal,Inward,1871180.74,976910.37,277387.07,44834,572049.3,1593793.67,0.5221,0.024,0.546
FIN00049150,2023,Q3,9,2023-09,2023,2021,26-09-2023,Asia,ANZ,Australia,REPC,P&C Re,Agriculture,Non-Property Treaty,CED0016,Bridgeport Underwriters,Camden Risk Solutions,CM7512,Laura Nkosi,Construction & Engineering EMEA,Monica Petrov,102,Non Trust,No,Renewal,Inward,152029.08,95047.23,28419.17,15341.47,13221.2,123609.91,0.6252,0.1009,0.7261
FIN00029388,2023,Q3,8,2023-08,2022,2022,16-08-2023,EMEA,Italy,Italy,REPC,Specialty,Aviation,Non-Property Treaty,CED0099,Silverline Underwriters,fenwick & associates,CM5976,Sarah Bauer,Construction,William Holloway,201,Trust,No,Renewal,Inward,707315.95,456107.66,45980.01,75907.58,129320.7,661335.94,0.6448,0.1073,0.7522
FIN00016828,2024,Q2,4,2024-04,2024,2024,18-04-2024,Asia,Hong Kong,Hong Kong,REPC,Property,Construction,Property Treaty,CED0044,Harbor Indemnity,Pinnacle Risk Partners,CM4786,James Alvi,Workers Comp National,Anjali Verma,101,Trust,No,Renewal,Inward,588406.88,259564.12,75896.78,52718.14,200227.84,512510.1,0.4411,0.0896,0.5307
FIN00032168,2023,Q2,5,2023-05,2023,2023,14-05-2023,Americas,Canada,Canada,REPC,P&C Re,Workers Compensation,Non-Property Treaty,CED0095,Riverside Underwriters,Castlerock Risk Solutions,CM9807,Mei Hassan,Property Cat,Oscar Bennet,102,Trust,No,Renewal,Inward,241712,114495.58,12229.39,11117.31,103869.71,229482.6,0.4737,0.046,0.5197
FIN00019323,2025,Q2,4,2025-04,2025,2025,27-04-2025,Asia,Japan,Japan,REPC,Casualty,Liability,Non-Property Treaty,CED0104,Summit Re,Glendale Insurance Brokers,CM7673,Fatima Costa,Cyber Risk,George Simmons,201,Trust,No,Renewal,Inward,831862.7,518871.76,95779.12,68761.72,148450.1,736083.58,0.6237,0.0827,0.7064
FIN00045335,2023,Q1,2,2023-02,2023,2023,24-02-2023,Asia,Hong Kong,Hong Kong,REPC,P&C Re,Property,Property Treaty,CED0012,Bridgeport General Insurance,Pinnacle Risk Partners,CM7868,Robert Muller,Property Facultative,Isabelle Achebe,101,Trust,No,Renewal,Outward,652790.8,392738.07,48178.01,30582.52,181292.2,604612.79,0.6016,0.0468,0.6485
FIN00014347,2024,Q4,12,2024-12,2024,2023,21-12-2024,Asia,ANZ,Australia,REPC,Casualty,Accident & Health,Non-Property Treaty,CED0047,Harbor Mutual,Dunmore Insurance Brokers,CM8841,Michael Nkosi,Energy APAC,Martin Weston,201,Non Trust,No,Renewal,Inward,337986.4,228892.06,46906.28,34446.17,27741.9,291080.12,0.6772,0.1019,0.7791
FIN00026673,2023,Q2,5,2023-05,2023,2023,08-05-2023,EMEA,France,France,REPC,Property,Environmental,Direct Insurance,CED0103,Summit Casualty,Yorkshire Risk Advisors,CM1575,Steven Park,Construction & Engineering EMEA,Grace Salazar,101,Trust,No,New Business,Inward,529824.47,256097.23,43600.86,35740.45,194385.93,486223.6,0.4834,0.0675,0.5508
FIN00045481,2024,Q2,5,2024-05,2023,2023,01-05-2024,EMEA,UK,United Kingdom,REPC,Specialty,Trade Credit,Direct Insurance,CED0023,Delta Assurance,Dunmore Insurance Brokers,CM8356,Hana Bianchi,Workers Comp National,George Simmons,102,Non Trust,No,Renewal,Outward,199954.27,97818.58,29308.3,11794.09,61033.3,170645.97,0.4892,0.059,0.5482
FIN00018028,2024,Q2,6,2024-06,2024,2024,05-06-2024,Asia,China,China,REPC,Property,Environmental,Direct Insurance,CED0031,Falcon Insurance Group,Sherwood Group,CM3679,Michael Lindqvist,Workers Comp National,Frank Callahan,201,Non Trust,No,Renewal,Inward,683150.75,351400.62,104153.57,34925.45,192671.11,578997.18,0.5144,0.0511,0.5655
FIN00039559,2023,Q4,11,2023-11,2023,2022,01-11-2023,Asia,ANZ,Australia,REPC,Casualty,Workers Compensation,Direct Insurance,CED0114,Westfield Holdings,Sherwood Group,CM2055,Amara Wallace,Financial Risk,Martin Weston,101,Trust,No,Renewal,Inward,80123.67,53062.72,6792.58,3993.81,16274.56,73331.09,0.6623,0.0498,0.7121
FIN00030062,2025,Q4,11,2025-11,2025,2025,10-11-2025,EMEA,UK,United Kingdom,REPC,Property,Construction,Direct Insurance,CED0045,Harbor Insurance,Pinnacle Re Solutions,CM3708,Marcus Lindqvist,Energy Upstream,Martin Weston,102,Non Trust,Yes,New Business,Inward,183962.34,124475.44,24208.85,11607.89,23670.16,159753.49,0.6766,0.0631,0.7397
FIN00041142,2023,Q4,10,2023-10,2023,2022,11-10-2023,EMEA,France,France,REPC,P&C Re,Energy,Property Treaty,CED0008,Atlas Insurance Group,Farringdon Risk Partners,CM2557,Yuki O'Connell,Workers Comp National,George Simmons,101,Trust,Yes,Renewal,Inward,843031.85,568111.18,138072.95,76741.89,60105.83,704958.9,0.6739,0.091,0.7649
FIN00013969,2025,Q1,1,2025-01,2025,2025,27-01-2025,Asia,China,China,REPC,Specialty,Credit & Surety,Direct Insurance,CED0035,Global General Insurance,Thackeray Risk Advisors,CM7247,Michael Lindqvist,Corporate Property,Frank Callahan,101,Non Trust,No,New Business,Inward,392871.97,201506.54,76723.69,42972.31,71669.43,316148.29,0.5129,0.1094,0.6223
FIN00038683,2025,Q4,11,2025-11,2025,2025,17-11-2025,Americas,Canada,Canada,REPC,P&C Facultative,Construction,Property Facultative,CED0058,Landmark Indemnity,Radcliffe Group,CM3294,Sarah O'Connell,Motor Fleet,William Holloway,101,Trust,Yes,Renewal,Inward,558557.54,576543.22,59461.36,58622.35,-136069.39,499096.18,1.0322,0.105,1.1372
FIN00047685,2025,Q1,3,2025-03,2025,2025,11-03-2025,EMEA,France,France,REPC,P&C Facultative,Property,Property Facultative,CED0050,Highland Underwriters,Chadwick Risk Advisors,CM6850,Yuki O'Connell,Liability Excess,William Holloway,101,Trust,Yes,Renewal,Inward,164705.17,160408.55,23397.35,14757.85,-33858.58,141307.82,0.9739,0.0896,1.0635
FIN00009543,2025,Q1,1,2025-01,2025,2024,10-01-2025,Americas,US,United States,REPC,Property,Property,Direct Insurance,CED0109,Union Indemnity,Sherwood Group,CM4105,Priya Nakagawa,Property Cat,George Simmons,101,Non Trust,No,Cancelled,Inward,5305.54,2910.02,1100.03,613.12,682.36,4205.5,0.5485,0.1156,0.6641
FIN00049322,2026,Q2,5,2026-05,2026,2026,31-05-2026,Asia,ANZ,Australia,REPC,Specialty,Political Risk,Non-Property Facultative,CED0067,Meridian Holdings,Chadwick Risk Advisors,CM8483,Sarah Bauer,Property Treaty Americas,Christopher Lindberg,102,Non Trust,Yes,Renewal,Inward,56210.68,33275.81,10156.97,5058.08,7719.82,46053.71,0.592,0.09,0.682
FIN00003554,2023,Q1,1,2023-01,2023,2023,17-01-2023,EMEA,France,France,REPC,Casualty,Motor,Non-Property Treaty,CED0032,Falcon Mutual,Fenwick & Associates,CM8507,Steven Nakagawa,Property Facultative,George Simmons,101,Non Trust,No,New Business,Inward,258928.78,164360.01,34137.1,28797.92,31633.75,224791.67,0.6348,0.1112,0.746
FIN00009793,2026,Q2,6,2026-06,2026,2025,05-06-2026,EMEA,Nordics,Sweden,REPC,Property,Property,Direct Insurance,CED0031,Falcon Insurance Group,Vantage Insurance Brokers,CM3218,Michael Lindqvist,Retail Casualty,Karen Vasquez,102,Non Trust,No,New Business,Inward,871774.41,466027.6,60829.67,72848.08,272069.05,810944.73,0.5346,0.0836,0.6181
FIN00002896,2023,Q4,12,2023-12,2023,2023,10-12-2023,Asia,ANZ,Australia,REPC,Specialty,Financial Lines,Direct Insurance,CED0031,Falcon Insurance Group,Northgate Insurance Services,CM2258,Priya Novak,Construction,Susanna Ibsen,201,Trust,No,Renewal,Inward,931573.97,557358.11,78318.22,90135.99,205761.65,853255.75,0.5983,0.0968,0.6951
FIN00036923,2025,Q3,7,2025-07,2025,2025,18-07-2025,EMEA,Germany,Germany,REPC,Specialty,Aviation,Non-Property Treaty,CED9999,Unknown Cedent,Farringdon Risk Partners,CM3221,Yuki Marchetti,Motor Fleet,William Holloway,102,Non Trust,No,New Business,Inward,247686.23,160154.86,40527.44,28123.16,18880.78,207158.8,0.6466,0.1135,0.7601
FIN00041483,2026,Q3,7,2026-07,2026,2025,27-07-2026,Americas,Canada,Canada,REPC,Casualty,Accident & Health,Non-Property Treaty,CED0051,Horizon Assurance,Vantage Risk Solutions,CM8200,Michael Nkosi,Specialty Lines,Karen Vasquez,201,Non Trust,Yes,Renewal,Inward,104986.3,67639.34,9280.43,4526.36,23540.16,95705.87,0.6443,0.0431,0.6874
FIN00023466,2024,Q1,2,2024-02,2024,2024,22-02-2024,Americas,US,United States,REPC,Property,Environmental,Direct Insurance,CED0054,Keystone Assurance,Ashford & Associates,CM2223,Nadia Kowalski,specialty lines,Frank Callahan,102,Trust,No,New Business,Inward,138955.3,92308.41,12707.97,15323.79,18615.13,126247.33,0.6643,0.1103,0.7746
FIN00047518,2026,Q3,7,2026-07,2026,2026,11-07-2026,Asia,Japan,Japan,REPC,Property,Environmental,Direct Insurance,CED0044,Harbor Indemnity,Prescott Insurance Services,CM9695,James Chen,Financial Risk,Oscar Bennet,101,Trust,No,Renewal,Outward,355347.29,131980.61,32913.85,24683.53,165769.3,322433.44,0.3714,0.0695,0.4409
FIN00048559,2026,Q2,5,2026-05,2026,2026,17-05-2026,Asia,Hong Kong,Hong Kong,REPC,Specialty,Cyber,Non-Property Facultative,CED0082,Pinnacle Indemnity,Dunmore Insurance Brokers,CM2635,Fatima Lindqvist,Casualty Excess,Henry Cartwright,102,Non Trust,No,Renewal,Inward,182042.44,59673.73,24036.58,17127.31,81204.82,158005.86,0.3278,0.0941,0.4219
FIN00043562,2025,Q3,9,2025-09,2025,2025,30-09-2025,Asia,ANZ,Australia,REPC,Casualty,Liability,Direct Insurance,CED0089,Quantum Underwriters,Camden Risk Solutions,CM6563,Amara Wallace,Space & Satellite,Karen Vasquez,101,Non Trust,Yes,Renewal,Outward,807936.29,699242.56,171888.49,92497.45,-155692.22,636047.79,0.8655,0.1145,0.98
FIN00009194,2026,Q1,2,2026-02,2026,2026,19-02-2026,EMEA,UK,United Kingdom,REPC,Property,Environmental,Property Facultative,CED0048,Highland Assurance,Baymont Risk Partners,CM8322,Sarah Bauer,Construction & Engineering EMEA,Frank Callahan,102,Trust,No,New Business,Outward,83497.34,53792.07,5119.35,3976.68,20609.24,78377.99,0.6442,0.0476,0.6919
FIN00037781,2024,Q4,12,2024-12,2024,2024,28-12-2024,Americas,Canada,Canada,REPC,Specialty,Marine,Non-Property Treaty,CED0058,Landmark Indemnity,Fenwick & Associates,CM9520,,Workers Comp National,Oscar Bennet,102,Trust,No,Renewal,Outward,302517.6,164195.3,15738.23,35357.43,87226.64,286779.37,0.5428,0.1169,0.6596
FIN00009019,2025,Q4,12,2025-12,2025,2025,27-12-2025,Americas,US,United States,REPC,Property,Environmental,Property Facultative,CED0058,Landmark Indemnity,Delacroix & Associates,CM2068,Daniel Hassan,Engineering Global,Isabelle Achebe,101,Trust,No,Renewal,Inward,300252.17,120456.54,40572.48,27423.08,111800.07,259679.69,0.4012,0.0913,0.4925
FIN00037391,2023,Q1,1,2023-01,2023,2023,02-01-2023,Americas,US,United States,REPC,P&C Facultative,Construction,Property Facultative,CED0003,Anchor Underwriters,Prescott Insurance Services,CM4524,Steven Park,Space & Satellite,Anjali Verma,102,Non Trust,No,Renewal,Inward,558764.36,516140.1,97070.47,20426.16,-74872.37,461693.89,0.9237,0.0366,0.9603
FIN00006519,2026,Q3,7,2026-07,2025,2025,17-07-2026,EMEA,Germany,Germany,REPC,Casualty,Liability,Direct Insurance,CED0038,Global Re,Grayson Risk Solutions,CM3821,Fatima Lindqvist,Aviation,Frank Callahan,102,Trust,Yes,Cancelled,Inward,12024.77,8763.89,1320.61,509,1431.27,10704.16,0.7288,0.0423,0.7711
FIN00017931,2023,Q3,7,2023-07,2022,2022,25-07-2023,Asia,ANZ,Australia,REPC,P&C Re,Engineering,Property Treaty,CED0095,Riverside Underwriters,Vantage Insurance Services,CM5421,David Marchetti,Casualty Excess,Monica Petrov,201,Trust,No,Renewal,Inward,494338.43,305951.71,43484.57,19727.34,125174.8,450853.86,0.6189,0.0399,0.6588
FIN00036333,2025,Q4,10,2025-10,2025,2025,07-10-2025,Asia,Japan,Japan,REPC,Property,Engineering,Direct Insurance,CED0040,Granite Insurance,Baymont Risk Solutions,CM8674,Fatima Costa,Motor Fleet,Martin Weston,102,Non Trust,Yes,New Business,Inward,342427.08,204927.78,40658.68,17448.93,79391.69,301768.4,0.5985,0.051,0.6494
FIN00048001,2025,Q2,6,2025-06,2025,2025,23-06-2025,Americas,US,United States,REPC,Casualty,Workers Compensation,Direct Insurance,CED0003,Anchor Underwriters,Vantage Risk Solutions,CM4940,Sarah Bauer,Trade Credit & Surety,Frank Callahan,201,Trust,No,Renewal,Inward,440507.78,272745.72,54119.05,16678.35,96964.66,386388.73,0.6192,0.0379,0.657
FIN00030762,2023,Q2,5,2023-05,2023,2023,29-05-2023,Asia,India,India,REPC,P&C Facultative,Engineering,Property Facultative,CED0035,Global General Insurance,Sherwood Group,CM9120,Priya Nakagawa,Energy APAC,Frank Callahan,101,Non Trust,No,Renewal,Inward,205219.74,149473.95,36748.96,6475.67,12521.15,168470.78,0.7284,0.0316,0.7599
FIN00042097,2026,Q2,5,2026-05,2025,2024,04-05-2026,EMEA,UK,United Kingdom,REPC,Property,Property,Direct Insurance,CED0092,Riverside Assurance,Blackstone Insurance Services,CM7321,Nadia Kowalski,Space & Satellite,Grace Salazar,102,Trust,No,Renewal,Outward,736816.86,419593.67,126902.41,51301.43,139019.36,609914.45,0.5695,0.0696,0.6391
FIN00003920,2024,Q4,11,2024-11,2024,2024,12-11-2024,EMEA,France,France,REPC,Casualty,Liability,Direct Insurance,CED0062,Lonestar Assurance,Ivory Risk Solutions,CM6339,Fatima Lindqvist,Financial Risk,Oscar Bennet,101,Trust,No,Renewal,Inward,65208.4,29722.13,5538.15,5696.26,24251.85,59670.25,0.4558,0.0874,0.5432
FIN00000124,2025,Q4,11,2025-11,2025,2024,02-11-2025,EMEA,Germany,Germany,REPC,Vector,Agriculture,Non-Property Facultative,CED0109,Union Indemnity,Blackstone Insurance Brokers,CM7455,Sarah O'Connell,Retail Casualty,Frank Callahan,102,Non Trust,Yes,Cancelled,Outward,13893.01,11147.51,1564.61,868.31,312.57,12328.39,0.8024,0.0625,0.8649
FIN00007922,2025,Q4,10,2025-10,2025,2025,31-10-2025,EMEA,Middle East,United Arab Emirates,REPC,Property,Property,Property Treaty,CED0119,Zenith Insurance Group,Prescott Insurance Services,CM4207,,Property Facultative,Monica Petrov,201,Non Trust,No,Renewal,Outward,1213840.87,801614.88,177131.13,145512.26,89582.6,1036709.74,0.6604,0.1199,0.7803
FIN00041239,2023,Q2,5,2023-05,2022,2021,28-05-2023,EMEA,Middle East,United Arab Emirates,REPC,Property,Energy,Property Facultative,CED0065,Meadowbrook Holdings,Lockwood Risk Solutions,CM5312,Robert Alvi,Construction,Renata Moreau,102,Non Trust,No,New Business,Inward,646552.24,456355.76,60997.55,49532.16,79666.77,585554.68,0.7058,0.0766,0.7824
FIN00010599,2023,Q1,2,2023-02,2023,2022,14-02-2023,EMEA,UK,United Kingdom,REPC,Vector,Agriculture,Non-Property Facultative,CED0001,Allied Assurance,Farringdon Risk Partners,CM1171,Robert Muller,Environmental Risk,Renata Moreau,101,Trust,No,Renewal,Inward,235246.3,151251.43,16073.18,27926.07,39995.64,219173.13,0.6429,0.1187,0.7617
FIN00009075,2025,Q4,10,2025-10,2025,2025,18-10-2025,EMEA,Germany,Germany,REPC,Specialty,Financial Lines,Non-Property Treaty,CED0110,Union Mutual,Blackstone Insurance Services,CM1492,Priya Nakagawa,Marine Cargo,William Holloway,101,Trust,Yes,New Business,Inward,125113.66,71990.21,11244.87,2922.11,38956.47,113868.79,0.5754,0.0234,0.5988
FIN00017122,2025,Q4,10,2025-10,2025,2023,30-10-2025,Asia,ANZ,Australia,REPC,Specialty,Financial Lines,Non-Property Treaty,CED0023,Delta Assurance,Ashford & Associates,CM3296,,Space & Satellite,Grace Salazar,101,Trust,No,Renewal,Outward,1944731.79,883723.42,265120.7,128659.96,667227.71,1679611.1,0.4544,0.0662,0.5206
FIN00043887,2023,Q2,4,2023-04,2023,2022,25-04-2023,Asia,Singapore,Singapore,REPC,Specialty,Marine,Direct Insurance,CED0118,Zenith Holdings,Vantage Insurance Services,CM5509,Priya Novak,Financial Risk,Richard Thornton,102,Non Trust,No,Renewal,Inward,144808.8,106549.46,27744.54,13548.94,-3034.13,117064.26,0.7358,0.0936,0.8294
FIN00015903,2023,Q1,2,2023-02,2023,2023,05-02-2023,Asia,Hong Kong,Hong Kong,REPC,Casualty,Accident & Health,Direct Insurance,CED0058,Landmark Indemnity,Radcliffe Group,CM6313,Brian Lindqvist,Environmental Risk,Richard Thornton,101,Trust,No,Renewal,Outward,902893.75,554286.31,133939.54,44250.84,170417.06,768954.21,0.6139,0.049,0.6629
FIN00025187,2025,Q4,11,2025-11,2024,2024,22-11-2025,EMEA,Nordics,Sweden,REPC,Casualty,Workers Compensation,Non-Property Treaty,CED0089,Quantum Underwriters,Dunmore Insurance Brokers,CM4272,Robert Alvi,Workers Comp National,William Holloway,101,Trust,Yes,New Business,Inward,746815.85,569047.81,81692.19,55688.88,40386.97,665123.66,0.762,0.0746,0.8365
FIN00008487,2024,Q4,12,2024-12,2024,2024,06-12-2024,Asia,China,China,REPC,Specialty,Surety,Non-Property Facultative,CED0052,Horizon General Insurance,Vantage Risk Solutions,CM7798,Victor Santos,Casualty Excess,Grace Salazar,101,Trust,No,Renewal,Inward,627889.33,91349.98,60385.89,44697.51,431455.95,567503.45,0.1455,0.0712,0.2167
FIN00029177,2024,Q3,7,2024-07,2024,2023,21-07-2024,EMEA,France,France,REPC,Casualty,Workers Compensation,Direct Insurance,CED0059,Liberty Indemnity,Yorkshire Risk Advisors,CM3572,Kevin Iversen,Marine Global,William Holloway,102,Trust,Yes,New Business,Inward,84058.65,68867.45,13877.97,9936.99,-8623.76,70180.68,0.8193,0.1182,0.9375
FIN00038984,2023,Q3,7,2023-07,2023,2023,28-07-2023,EMEA,Spain,Spain,REPC,Property,Engineering,Direct Insurance,CED0098,Silverline Insurance,Ashford & Associates,CM8240,Michael Nkosi,Corporate Property,George Simmons,101,Non Trust,No,Renewal,Outward,197816.92,83687.35,23646.19,21309.76,69173.62,174170.74,0.4231,0.1077,0.5308
FIN00030390,2024,Q3,7,2024-07,2024,2024,25-07-2024,EMEA,Germany,Germany,REPC,P&C Facultative,Engineering,Property Facultative,CED0023,Delta Assurance,Yorkshire Risk Advisors,CM3830,Michael Nkosi,Cyber Risk,Isabelle Achebe,101,Non Trust,Yes,Renewal,Inward,1096171.68,690373.43,112604.31,105583.38,187610.57,983567.37,0.6298,0.0963,0.7261
